SITE_NAME,Lat,Lon,Veast,Vnorth,Vup,sigEast,sigNorth,sigUp
PKDB,35.9452412928,239.45843926880002,-0.02193,0.03069,0.00028,0.00018999999999999998,0.00023999999999999998,0.0007700000000000001
PKDB,35.945241193499996,239.45843906919998,-0.02193,0.03069,0.00028,0.00018999999999999998,0.00023999999999999998,0.0007700000000000001
PKDB,35.9452417061,239.4584378871,-0.02193,0.03069,0.00028,0.00018999999999999998,0.00023999999999999998,0.0007700000000000001
PKDB,35.945241668499996,239.4584378868,-0.02193,0.03069,0.00028,0.00018999999999999998,0.00023999999999999998,0.0007700000000000001
POMM,35.9199131488,239.5215629473,-0.01880,0.02872,0.00027,0.0006900000000000001,0.00065,0.0009
POMM,35.9199131173,239.5215627204,-0.01880,0.02872,0.00027,0.0006900000000000001,0.00065,0.0009
POMM,35.9199130596,239.521562591,-0.01880,0.02872,0.00027,0.0006900000000000001,0.00065,0.0009
POMM,35.9199136175,239.5215610142,-0.01880,0.02872,0.00027,0.0006900000000000001,0.00065,0.0009
POMM,35.9199135435,239.5215608685,-0.01880,0.02872,0.00027,0.0006900000000000001,0.00065,0.0009
RAPT,36.6649232691,240.5512943829,-0.00952,0.00922,-0.00882,0.00035,0.0007,0.00466
RBRU,36.7591268743,240.17133177,-0.00702,0.00908,-0.0273,0.00078,0.0005099999999999999,0.00598
RBRU,36.7591268802,240.1713317379,-0.00992,0.00998,-0.02355,0.0005,0.0003,0.0038799999999999998
RBRU,36.759126900700004,240.17133165150003,-0.00992,0.00998,-0.02355,0.0005,0.0003,0.0038799999999999998
RNCH,35.8999968051,239.47517141080002,-0.02325,0.030780000000000002,0.00042,0.00023999999999999998,0.00018,0.00067
RNCH,35.8999966436,239.4751712925,-0.02325,0.030780000000000002,0.00042,0.00023999999999999998,0.00018,0.00067
RNCH,35.899997273000004,239.4751703452,-0.02325,0.030780000000000002,0.00042,0.00023999999999999998,0.00018,0.00067
RNCH,35.8999972537,239.4751702913,-0.02325,0.030780000000000002,0.00042,0.00023999999999999998,0.00018,0.00067
TBLP,35.9174125853,239.63966121619998,-0.01312,0.0173,0.00321,0.00016999999999999999,0.0002,0.00093
TBLP,35.9174125344,239.63966113720002,-0.01312,0.0173,0.00321,0.00016999999999999999,0.0002,0.00093
TBLP,35.9174120111,239.639661952,-0.01312,0.0173,0.00321,0.00016999999999999999,0.0002,0.00093
TBLP,35.9174120421,239.639661925,-0.01312,0.0173,0.00321,0.00016999999999999999,0.0002,0.00093
USLO,35.3118069295,239.3389033434,-0.02825,0.03398,-0.0009400000000000001,0.00011999999999999999,0.00013000000000000002,0.0010400000000000001
USLO,35.3118070138,239.33890335200002,-0.02825,0.03398,-0.0009400000000000001,0.00011999999999999999,0.00013000000000000002,0.0010400000000000001
USLO,35.3118070935,239.33890335290002,-0.02825,0.03398,-0.0009400000000000001,0.00011999999999999999,0.00013000000000000002,0.0010400000000000001
USLO,35.3118071119,239.3389033741,-0.02825,0.03398,-0.0009400000000000001,0.00011999999999999999,0.00013000000000000002,0.0010400000000000001
